GSSCode,Name,WIMDRank,
W01001311,Penydarren 4,495,
W01001312,Plymouth (Merthyr Tydfil) 1,439,
W01001313,Plymouth (Merthyr Tydfil) 2,545,
W01001314,Plymouth (Merthyr Tydfil) 3,722,
W01001315,Town 1,335,
W01001316,Town 2,1283,
W01001317,Town 3,408,
W01001318,Town 4,1055,
W01001319,Treharris 1,1596,
W01001320,Treharris 2,779,
W01001321,Treharris 3,448,
W01001322,Treharris 4,452,
W01001324,Vaynor 2,1081,
W01001325,Aberbargoed 1,219,
W01001326,Aberbargoed 2,190,
W01001327,Abercarn 1,1114,
W01001328,Abercarn 2,815,
W01001329,Abercarn 3,692,
W01001330,Aber Valley 1,713,
W01001331,Aber Valley 2,521,
W01001332,Aber Valley 3,341,
W01001333,Aber Valley 4,371,
W01001334,Argoed (Caerphilly) 1,188,
W01001335,Argoed (Caerphilly) 2,558,
W01001336,Bargoed 1,527,
W01001337,Bargoed 2,681,
W01001338,Bargoed 3,562,
W01001339,Bargoed 4,23,
W01001340,Bedwas Trethomas and Machen 1,1728,
W01001341,Bedwas Trethomas and Machen 2,260,
W01001342,Bedwas Trethomas and Machen 3,1643,
W01001343,Bedwas Trethomas and Machen 4,1570,
W01001344,Bedwas Trethomas and Machen 5,997,
W01001345,Bedwas Trethomas and Machen 6,25,
W01001346,Bedwas Trethomas and Machen 7,868,
W01001347,Blackwood 1,940,
W01001348,Blackwood 2,324,
W01001349,Blackwood 3,1618,
W01001350,Blackwood 4,836,
W01001351,Blackwood 5,1693,
W01001352,Cefn Fforest 1,333,
W01001353,Cefn Fforest 2,462,
W01001354,Crosskeys 1,1219,
W01001355,Crosskeys 2,661,
W01001356,Crumlin 1,1661,
W01001357,Crumlin 2,1170,
W01001358,Crumlin 3,276,
W01001359,Crumlin 4,935,
W01001360,Darren Valley 1,785,
W01001361,Darren Valley 2,126,
W01001362,Gilfach,557,
W01001363,Hengoed (Caerphilly) 1,501,
W01001364,Hengoed (Caerphilly) 2,88,
W01001365,Hengoed (Caerphilly) 3,698,
W01001366,Llanbradach 1,974,
W01001367,Llanbradach 2,917,
W01001368,Llanbradach 3,377,
W01001369,Maesycwmmer,976,
W01001370,Morgan Jones 1,840,
W01001371,Morgan Jones 2,220,
W01001372,Morgan Jones 3,1125,
W01001373,Morgan Jones 4,949,
W01001374,Moriah 1,428,
W01001375,Moriah 2,229,
W01001376,Moriah 3,62,
W01001377,Nelson 1,1232,
W01001378,Nelson 2,473,
W01001379,Nelson 3,1431,
W01001380,Newbridge 1,1122,
W01001381,Newbridge 2,146,
W01001382,Newbridge 3,1435,
W01001383,Newbridge 4,850,
W01001384,New Tredegar 1,632,
W01001385,New Tredegar 2,245,
W01001386,New Tredegar 3,70,
W01001387,Pengam 1,353,
W01001388,Pengam 2,422,
W01001389,Pengam 3,1068,
W01001390,Penmaen 1,1711,
W01001391,Penmaen 2,885,
W01001392,Penmaen 3,1503,
W01001393,Penyrheol (Caerphilly) 1,382,
W01001394,Penyrheol (Caerphilly) 2,1842,
W01001395,Penyrheol (Caerphilly) 3,639,
W01001396,Penyrheol (Caerphilly) 4,139,
W01001397,Penyrheol (Caerphilly) 5,1182,
W01001398,Penyrheol (Caerphilly) 6,1561,
W01001399,Penyrheol (Caerphilly) 7,1282,
W01001400,Penyrheol (Caerphilly) 8,115,
W01001401,Pontllanfraith 1,588,
W01001402,Pontllanfraith 2,309,
W01001403,Pontllanfraith 3,942,
W01001404,Pontllanfraith 4,1752,
W01001405,Pontllanfraith 5,621,
W01001406,Pontlottyn,307,
W01001407,Risca East 1,1152,
W01001408,Risca East 2,426,
W01001409,Risca East 3,1320,
W01001410,Risca East 4,589,
W01001411,Risca West 1,761,
W01001412,Risca West 2,870,
W01001413,Risca West 3,613,
W01001414,St. Cattwg 1,213,
W01001415,St. Cattwg 2,616,
W01001416,St. Cattwg 3,963,
W01001417,St. Cattwg 4,1404,
W01001418,St. Cattwg 5,368,
W01001419,St. James 1,1086,
W01001420,St. James 2,1308,
W01001421,St. James 3,1,
W01001422,St. James 4,107,
W01001423,St. Martins 1,1470,
W01001424,St. Martins 2,758,
W01001425,St. Martins 3,1271,
W01001426,St. Martins 4,1753,
W01001427,St. Martins 5,1878,
W01001428,Twyn Carno 1,7,
W01001429,Twyn Carno 2,605,
W01001430,Ynysddu 1,532,
W01001431,Ynysddu 2,955,
W01001432,Ystrad Mynach 1,905,
W01001433,Ystrad Mynach 2,725,
W01001434,Ystrad Mynach 3,1549,
W01001435,Abertillery 1,457,
W01001436,Abertillery 2,344,
W01001437,Abertillery 3,798,
W01001438,Badminton 1,603,
W01001439,Badminton 2,978,
W01001440,Beaufort 1,577,
W01001441,Beaufort 2,134,
W01001442,Beaufort 3,1257,
W01001443,Blaina 1,308,
W01001444,Blaina 2,480,
W01001445,Blaina 3,606,
W01001446,Brynmawr 1,945,
W01001447,Brynmawr 2,241,
W01001448,Brynmawr 3,541,
W01001449,Brynmawr 4,530,
W01001450,Cwm 1,568,
W01001451,Cwm 2,237,
W01001452,Cwm 3,994,
W01001453,Cwmtillery 1,170,
W01001454,Cwmtillery 2,515,
W01001455,Cwmtillery 3,453,
W01001456,Ebbw Vale North 1,330,
W01001457,Ebbw Vale North 2,68,
W01001458,Ebbw Vale North 3,1034,
W01001459,Ebbw Vale South 1,76,
W01001460,Ebbw Vale South 2,556,
W01001461,Ebbw Vale South 3,555,
W01001462,Georgetown 1,630,
W01001463,Georgetown 2,1133,
W01001464,Llanhilleth 1,165,
W01001465,Llanhilleth 2,263,
W01001466,Llanhilleth 3,365,
W01001467,Nantyglo 1,221,
W01001468,Nantyglo 2,255,
W01001469,Nantyglo 3,111,
W01001470,Rassau 1,1049,
W01001471,Rassau 2,132,
W01001472,Sirhowy 1,995,
W01001473,Sirhowy 2,16,
W01001474,Sirhowy 3,375,
W01001475,Sirhowy 4,787,
W01001476,Six Bells 1,290,
W01001477,Six Bells 2,773,
W01001478,Tredegar Central and West 1,795,
W01001479,Tredegar Central and West 2,18,
W01001480,Tredegar Central and West 3,167,
W01001481,Tredegar Central and West 4,186,
W01001482,Abersychan 1,282,
W01001483,Abersychan 2,199,
W01001484,Abersychan 3,1304,
W01001485,Abersychan 4,413,
W01001486,Abersychan 5,853,
W01001487,Blaenavon 1,685,
W01001488,Blaenavon 2,196,
W01001489,Blaenavon 3,573,
W01001490,Blaenavon 4,1336,
W01001491,Brynwern,441,
W01001492,Coed Eva,1101,
W01001493,Croesyceiliog North 1,886,
W01001494,Croesyceiliog North 2,1580,
W01001495,Croesyceiliog South,1414,
W01001496,Cwmyniscoy,242,
W01001497,Fairwater (Torfaen) 1,517,
W01001498,Fairwater (Torfaen) 2,406,
W01001499,Fairwater (Torfaen) 3,1345,
W01001500,Fairwater (Torfaen) 4,1454,
W01001501,Greenmeadow 1,350,
W01001502,Greenmeadow 2,1627,
W01001503,Greenmeadow 3,257,
W01001504,Llantarnam 1,771,
W01001505,Llantarnam 2,1358,
W01001506,Llantarnam 3,273,
W01001507,Llanyrafon North,1286,
W01001508,Llanyrafon South 1,1499,
W01001509,Llanyrafon South 2,1841,
W01001510,New Inn 1,1008,
W01001511,New Inn 2,1006,
W01001512,New Inn 3,1836,
W01001513,New Inn 4,1754,
W01001514,Panteg 1,1529,
W01001515,Panteg 2,1223,
W01001516,Panteg 3,399,
W01001517,Panteg 4,1467,
W01001518,Panteg 5,1604,
W01001519,Pontnewydd 1,138,
W01001520,Pontnewydd 2,983,
W01001521,Pontnewydd 3,682,
W01001522,Pontnewydd 4,645,
W01001523,Pontnewynydd,753,
W01001524,Pontypool,641,
W01001525,St. Cadocs and Penygarn,314,
W01001526,St. Dials 1,226,
W01001527,St. Dials 2,491,
W01001528,St. Dials 3,688,
W01001529,Snatchwood,364,
W01001530,Trevethin 1,35,
W01001531,Trevethin 2,402,
W01001532,Two Locks 1,274,
W01001533,Two Locks 2,1741,
W01001534,Two Locks 3,986,
W01001535,Two Locks 4,1136,
W01001536,Upper Cwmbran 1,78,
W01001537,Upper Cwmbran 2,1523,
W01001538,Upper Cwmbran 3,243,
W01001539,Upper Cwmbran 4,526,
W01001540,Wainfelin 1,1377,
W01001541,Wainfelin 2,665,
W01001542,Caerwent,1481,
W01001543,Caldicot Castle 1,1813,
W01001545,Cantref 1,1686,
W01001546,Cantref 2,404,
W01001548,Crucorney,1217,
W01001549,Devauden,1638,
W01001551,Dewstow & Green Lane 2,810,
W01001552,Dixton with Osbaston,1861,
W01001553,Drybridge 1,1382,
W01001554,Drybridge 2,1550,
W01001555,Goetre Fawr 1,1712,
W01001556,Goetre Fawr 2,1065,
W01001557,Grofield,803,
W01001558,Lansdown,739,
W01001559,Larkfield,1449,
W01001560,Llanbadoc,1546,
W01001561,Llanelly Hill 1,1855,
W01001562,Llanelly Hill 2,914,
W01001563,Llanelly Hill 3,1463,
W01001564,Castle & Llanfoist Fawr,1042,
W01001565,Llangybi Fawr,1524,
W01001566,Llanover 1,854,
W01001567,Llanover 2,1120,
W01001568,Llantilio Crossenny,1328,
W01001569,Llanwenarth Ultra,1350,
W01001571,Mardy 2,1253,
W01001572,Mill 1,1562,
W01001573,Mill 2,1767,
W01001574,Mill 3,1757,
W01001575,Mitchel Troy,1528,
W01001576,Overmonnow 1,1230,
W01001577,Overmonnow 2,410,
W01001578,Portskewett,1675,
W01001579,Priory 1,1281,
W01001580,Priory 2,932,
W01001581,Raglan,1603,
W01001582,Rogiet,1451,
W01001583,St. Arvans,1437,
W01001584,St. Christopher's,1193,
W01001585,St. Kingsmark 1,1909,
W01001586,St. Kingsmark 2,1892,
W01001587,St. Mary's,989,
W01001588,Severn 1,1556,
W01001589,Severn 2,765,
W01001590,Shirenewton,1682,
W01001591,The Elms,1848,
W01001592,Thornwell 1,450,
W01001593,Thornwell 2,1139,
W01001594,Trellech United 1,1194,
W01001595,Trellech United 2,1616,
W01001596,Usk 1,1571,
W01001597,Usk 2,1808,
W01001598,West End,601,
W01001599,Wyesham,1087,
W01001600,Allt-yr-yn 1,1756,
W01001601,Allt-yr-yn 2,327,
W01001602,Allt-yr-yn 3,1857,
W01001603,Allt-yr-yn 4,865,
W01001604,Allt-yr-yn 5,1769,
W01001605,Allt-yr-yn 6,607,
W01001606,Alway 1,1607,
W01001607,Alway 2,36,
W01001608,Alway 3,1478,
W01001609,Alway 4,69,
W01001610,Alway 5,587,
W01001611,Alway 6,838,
W01001612,Beechwood 1,845,
W01001613,Beechwood 2,1227,
W01001614,Beechwood 3,289,
W01001615,Beechwood 4,1003,
W01001616,Beechwood 5,1508,
W01001617,Bettws (Newport) 1,77,
W01001618,Bettws (Newport) 2,222,
W01001619,Bettws (Newport) 3,118,
W01001620,Bettws (Newport) 4,281,
W01001621,Bettws (Newport) 5,159,
W01001622,Bettws (Newport) 6,642,
W01001623,Caerleon 1,1590,
W01001624,Caerleon 2,1764,
W01001625,Caerleon 3,1662,
W01001626,Caerleon 4,1391,
W01001627,Caerleon 5,1722,
W01001628,Caerleon 6,738,
W01001629,Gaer 1,1177,
W01001630,Gaer 2,390,
W01001631,Gaer 3,1564,
W01001632,Gaer 4,569,
W01001633,Gaer 5,211,
W01001634,Gaer 6,434,
W01001635,Graig (Newport) 1,1730,
W01001636,Graig (Newport) 2,1731,
W01001637,Graig (Newport) 3,1617,
W01001638,Graig (Newport) 4,1835,
W01001639,Langstone 1,1766,
W01001640,Langstone 2,1629,
W01001641,Langstone 3,1609,
W01001642,Liswerry 1,304,
W01001643,Liswerry 2,183,
W01001644,Liswerry 3,770,
W01001645,Liswerry 4,538,
W01001646,Liswerry 5,223,
W01001647,Liswerry 6,784,
W01001648,Liswerry 7,893,
W01001649,Llanwern 1,918,
W01001650,Llanwern 2,629,
W01001651,Malpas 1,1827,
W01001652,Malpas 2,114,
W01001653,Malpas 3,1702,
W01001654,Malpas 4,1491,
W01001655,Malpas 5,1668,
W01001657,Marshfield 2,1790,
W01001658,Marshfield 3,1606,
W01001659,Pillgwenlly 1,12,
W01001660,Pillgwenlly 2,202,
W01001661,Pillgwenlly 3,93,
W01001662,Pillgwenlly 4,10,
W01001663,Ringland 1,443,
W01001664,Ringland 2,205,
W01001665,Ringland 3,637,
W01001666,Ringland 4,130,
W01001667,Ringland 5,74,
W01001668,Ringland 6,200,
W01001669,Rogerstone 1,1870,
W01001670,Rogerstone 2,1797,
W01001671,Rogerstone 3,675,
W01001672,Rogerstone 4,1346,
W01001673,Rogerstone 5,1840,
W01001674,Rogerstone 6,1225,
W01001675,St. Julians 1,1026,
W01001676,St. Julians 2,481,
W01001677,St. Julians 3,1460,
W01001678,St. Julians 4,511,
W01001679,St. Julians 5,1572,
W01001680,St. Julians 6,1040,
W01001681,Shaftesbury 1,227,
W01001682,Shaftesbury 2,602,
W01001683,Shaftesbury 3,1091,
W01001684,Shaftesbury 4,1074,
W01001685,Stow Hill 1,427,
W01001686,Stow Hill 2,708,
W01001687,Stow Hill 3,156,
W01001688,Tredegar Park 1,615,
W01001689,Tredegar Park 2,42,
W01001690,Victoria 1,378,
W01001691,Victoria 2,259,
W01001692,Victoria 3,265,
W01001693,Victoria 4,228,
W01001694,Adamsdown 1,129,
W01001695,Adamsdown 2,412,
W01001696,Adamsdown 3,53,
W01001697,Adamsdown 4,279,
W01001698,Adamsdown 5,191,
W01001699,Butetown 1,87,
W01001702,Caerau (Cardiff) 1,524,
W01001703,Caerau (Cardiff) 2,65,
W01001704,Caerau (Cardiff) 3,40,
W01001705,Caerau (Cardiff) 4,286,
W01001706,Caerau (Cardiff) 5,510,
W01001707,Caerau (Cardiff) 6,120,
W01001708,Caerau (Cardiff) 7,63,
W01001709,Canton 1,716,
W01001710,Canton 2,878,
W01001711,Canton 3,384,
W01001712,Canton 4,1102,
W01001713,Canton 5,705,
W01001714,Canton 6,1725,
W01001715,Canton 7,1576,
W01001716,Canton 8,1252,
W01001717,Canton 9,817,
W01001718,Cathays 1,1134,
W01001719,Cathays 2,1653,
W01001720,Cathays 3,950,
W01001721,Cathays 4,1369,
W01001722,Cathays 5,1179,
W01001724,Cathays 6,1366,
W01001725,Cathays 7,1483,
W01001726,Cathays 8,1130,
W01001727,Creigiau/St. Fagans 1,1748,
W01001728,Creigiau/St. Fagans 2,1887,
W01001729,Creigiau/St. Fagans 3,1715,
W01001730,Cyncoed 1,1907,
W01001731,Cyncoed 2,1902,
W01001732,Cyncoed 3,1860,
W01001733,Cyncoed 4,1865,
W01001734,Cyncoed 5,1875,
W01001735,Cyncoed 6,1822,
W01001736,Cyncoed 7,1903,
W01001737,Ely 1,47,
W01001738,Ely 2,39,
W01001739,Ely 3,46,
W01001740,Ely 4,31,
W01001741,Ely 5,24,
W01001742,Ely 6,58,
W01001743,Ely 7,1588,
W01001744,Ely 8,101,
W01001745,Ely 9,1633,
W01001746,Ely 10,151,
W01001747,Fairwater (Cardiff) 1,1393,
W01001748,Fairwater (Cardiff) 2,445,
W01001749,Fairwater (Cardiff) 3,583,
W01001750,Fairwater (Cardiff) 4,300,
W01001751,Fairwater (Cardiff) 5,232,
W01001752,Fairwater (Cardiff) 6,1465,
W01001753,Fairwater (Cardiff) 7,144,
W01001754,Fairwater (Cardiff) 8,1224,
W01001755,Gabalfa 1,1501,
W01001756,Gabalfa 2,985,
W01001757,Gabalfa 3,1426,
W01001758,Gabalfa 4,1490,
W01001759,Grangetown 1,825,
W01001760,Grangetown 2,490,
W01001761,Grangetown 3,275,
W01001762,Grangetown 4,48,
W01001764,Grangetown 5,420,
W01001765,Grangetown 6,345,
W01001766,Grangetown 7,329,
W01001767,Grangetown 8,388,
W01001768,Grangetown 9,247,
W01001769,Heath 1,1905,
W01001770,Heath 2,1534,
W01001771,Heath 3,1869,
W01001772,Heath 4,1732,
W01001773,Heath 5,1632,
W01001774,Heath 6,1884,
W01001775,Heath 7,1537,
W01001776,Heath 8,1765,
W01001777,Lisvane 1,1874,
W01001778,Lisvane 2,1886,
W01001779,Llandaff 1,1859,
W01001780,Llandaff 2,1778,
W01001781,Llandaff 3,1500,
W01001782,Llandaff 4,1814,
W01001783,Llandaff 5,1888,
W01001784,Llandaff 6,1829,
W01001785,Llandaff North 1,195,
W01001786,Llandaff North 2,879,
W01001787,Llandaff North 3,467,
W01001788,Llandaff North 4,147,
W01001789,Llandaff North 5,1486,
W01001790,Llandaff North 6,550,
W01001791,Llanishen 1,1619,
W01001792,Llanishen 2,503,
W01001793,Llanishen 3,1858,
W01001794,Llanishen 4,1863,
W01001795,Llanishen 5,1906,
W01001796,Llanishen 6,1726,
W01001797,Llanishen 7,1738,
W01001798,Llanishen 8,1833,
W01001799,Llanishen 9,1830,
W01001800,Llanishen 10,599,
W01001802,Llanrumney 1,544,
W01001803,Llanrumney 2,301,
W01001804,Llanrumney 3,419,
W01001805,Llanrumney 4,233,
W01001806,Llanrumney 5,961,
W01001807,Llanrumney 6,84,
W01001808,Llanrumney 7,89,
W01001809,Pentwyn 1,1082,
W01001810,Pentwyn 2,251,
W01001811,Pentwyn 3,73,
W01001812,Pentwyn 4,552,
W01001813,Pentwyn 5,95,
W01001814,Pentwyn 6,956,
W01001815,Pentwyn 7,1239,
W01001816,Pentwyn 8,486,
W01001817,Pentwyn 9,1183,
W01001818,Pentwyn 10,911,
W01001819,Pentyrch 1,1812,
W01001820,Pentyrch 2,1626,
W01001821,Penylan 1,1774,
W01001822,Penylan 2,1415,
W01001823,Penylan 3,1795,
W01001824,Penylan 4,988,
W01001825,Penylan 5,814,
W01001826,Penylan 6,1709,
W01001827,Penylan 7,1853,
W01001828,Penylan 8,1793,
W01001829,Plasnewydd 1,924,
W01001830,Plasnewydd 2,509,
W01001831,Plasnewydd 3,1290,
W01001832,Plasnewydd 4,689,
W01001833,Plasnewydd 5,710,
W01001834,Plasnewydd 6,626,
W01001835,Plasnewydd 7,174,
W01001836,Plasnewydd 8,1406,
W01001837,Plasnewydd 9,903,
W01001838,Plasnewydd 10,1327,
W01001839,Plasnewydd 11,1142,
W01001840,Pontprennau/Old St. Mellons 1,1111,
W01001841,Pontprennau/Old St. Mellons 2,1742,
W01001842,Pontprennau/Old St. Mellons 3,1809,
W01001843,Pontprennau/Old St. Mellons 4,1802,
W01001844,Pontprennau/Old St. Mellons 5,1540,
W01001846,Radyr & Morganstown 1,1747,
W01001847,Radyr & Morganstown 2,1890,
W01001848,Rhiwbina 1,1826,
W01001849,Rhiwbina 2,1845,
W01001850,Rhiwbina 3,1889,
W01001851,Rhiwbina 4,1749,
W01001852,Rhiwbina 5,1897,
W01001853,Rhiwbina 6,1894,
W01001854,Rhiwbina 7,1880,
W01001855,Riverside 1,283,
W01001856,Riverside 2,135,
W01001857,Riverside 3,85,
W01001858,Riverside 4,1353,
W01001859,Riverside 5,1383,
W01001860,Riverside 6,1515,
W01001861,Riverside 7,1041,
W01001862,Riverside 8,379,
W01001863,Rumney 1,871,
W01001864,Rumney 2,1459,
W01001865,Rumney 3,1144,
W01001866,Rumney 4,162,
W01001867,Rumney 5,59,
W01001868,Rumney 6,339,
W01001869,Splott 1,418,
W01001870,Splott 2,447,
W01001871,Splott 3,26,
W01001872,Splott 4,244,
W01001873,Splott 5,91,
W01001874,Splott 6,4,
W01001875,Splott 7,383,
W01001876,Splott 8,56,
W01001877,Trowbridge 1,1244,
W01001878,Trowbridge 2,805,
W01001879,Trowbridge 3,143,
W01001880,Trowbridge 4,38,
W01001881,Trowbridge 5,152,
W01001882,Trowbridge 6,1334,
W01001883,Trowbridge 7,86,
W01001884,Trowbridge 8,13,
W01001885,Trowbridge 9,313,
W01001886,Trowbridge 10,51,
W01001887,Whitchurch and Tongwynlais 1,1895,
W01001888,Whitchurch and Tongwynlais 2,1487,
W01001889,Whitchurch and Tongwynlais 3,1295,
W01001890,Whitchurch and Tongwynlais 4,1698,
W01001891,Whitchurch and Tongwynlais 5,1270,
W01001892,Whitchurch and Tongwynlais 6,1788,
W01001893,Whitchurch and Tongwynlais 7,1267,
W01001894,Whitchurch and Tongwynlais 8,1800,
W01001895,Whitchurch and Tongwynlais 9,370,
W01001896,Whitchurch and Tongwynlais 10,1849,
W01001897,Talybont-on-Usk,1441,
W01001898,Vaynor 1,566,
W01001899,Cwm-twrch,662,
W01001900,Ystalyfera 1,570,
W01001901,St. John 1,1654,
W01001902,St. John 2,493,
W01001903,Crickhowell,1708,
W01001904,Llangattock and Glangrwyney,1520,
W01001905,"Llangors, Bwlch & Grwyney",1367,
W01001906,Llanrhaeadr-ym-Mochnant,1108,
W01001907,Llansilin,1251,
W01001908,Dewstow,958,
W01001909,Croesonen,564,
W01001910,Castleland 2G,346,
W01001911,Castleland 2H,306,
W01001912,Marshfield 4,1135,
W01001913,Marshfield 5,1400,
W01001914,Tonyrefail West 2,1498,
W01001915,Church Village 2,1737,
W01001916,Church Village 3,1839,
W01001917,Tonyrefail West 4,668,
W01001918,Bryntirion Laleston and Merthyr Mawr 1,1899,
W01001919,Bryntirion Laleston and Merthyr Mawr 4,1864,
W01001920,Bryntirion Laleston and Merthyr Mawr 5,1744,
W01001921,Bryntirion Laleston and Merthyr Mawr 6,1533,
W01001922,Cathays 9,953,
W01001923,Glanymor 3,423,
W01001924,Glanymor 4,154,
W01001925,Hengoed 2,902,
W01001926,Llansanffraid,1542,
W01001927,Abergele Pensarn 1,723,
W01001928,Abergele Pensarn 2,57,
W01001929,Smithfield 2,483,
W01001930,Ceiriog Valley 3,1119,
W01001931,Smithfield 3,206,
W01001932,Aberdaron / Botwnnog & Tudweiliog,920,
W01001933,Aberdovey / Bryn-crug / Llanfihangel,1318,
W01001934,Penglais,1652,
W01001935,Llanbadarn Fawr South,1729,
W01001936,Llanbadarn Fawr North,1776,
W01001937,Borth,1174,
W01001938,Castle 7 East,909,
W01001939,Cathays 10,821,
W01001940,Butetown 2,1495,
W01001941,Cathays 11,800,
W01001942,Butetown 3,197,
W01001943,Butetown 4,1169,
W01001944,Butetown 5,1462,
W01001945,Grangetown 10,1509,
W01001946,Grangetown 11,299,
W01001947,Grangetown 12,1275,
W01001948,Radyr & Morganstown 3,1900,
W01001949,Llanishen 11,1642,
W01001950,Butetown 6,1432,
W01001951,Butetown 7,1022,
W01001952,Butetown 8,348,
W01001953,Llanishen 12,1212,
W01001954,Radyr & Morganstown 4,1893,
W01001955,Castle 2 North,27,
W01001956,Killay 3,1882,
W01001957,Castle 7 West,731,
W01001958,Castle 2 South,1173,